Id;lemme;anagramme;nb_lettres;nb_lettres2;syn_1;syn_2;syn_3;syn_4;syn_5;def_1;def_2;def_3
9566;picotement;neimceottp;˽ ˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽ ˽;10;fourmis;démangeaison;mordication;prurit;chatouillement;Impression incommode et un peu douloureuse de piqûres légères à la surface de la peau ou dans la profondeur des tissus.;;
9567;polichinelle;lihilpelocne;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;12;guignol;pantin;marionnette;arlequin;clown;Personnage des farces napolitaines, représentant un paysan balourd qui dit plaisamment de bonnes vérités.;Marionnette de bois, grotesquement vêtue, bossue par-devant et par-derrière, qui parle du nez et qui joue le principal rôle sur les théâtres de marionnettes.;(Figuré) (Familier) Personnage sans conséquence et ridicule.
9568;ramification;atiionacirfm;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;12;partie;portion;morceau;tronçon;fraction;Division en plusieurs rameaux.;Chacun des rameaux produits.;(Figuré) Subdivisions d’une science, d’une étude.
9569;rebondissement;estonmridsbene;˽ ˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽ ˽;14;ricochet;rebond;contrecoup;péripétie;prolongement;Action de rebondir.;(Figuré) Changement inattendu dans le cours d’une histoire.;
9571;relativité;ieévlttrai;˽ ˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽ ˽;10;;;;;;Ce qui est relatif, ce qui dépend d’autre chose qui n’est pas une vérité intangible en soi, qui n’est ni autonome ni intrinsèque.;(Philosophie) Caractère de ce qui est opposé mais indissociable.;(Physique) Théorie générale de la physique.
9572;salamandre;lenasmaadr;˽ ˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽ ˽;10;batracien;poêle;sourd;génie;;(Zoologie) Amphibien à quatre pieds et à longue queue à section ronde, qui fait partie des urodèles.;(Fantastique) Animal mythique qui a la la faculté de vivre dans le feu et de s’en nourrir.;(Alchimie) Récipient que l’on portait au four.
9573;samaritain;irmaaitasn;˽ ˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽ ˽;10;;;;;;(Géographie) Relatif à la Samarie.;(Géographie) Relatif à Sainte-Marie, commune française située dans le département de l’Ille-et-Vilaine.;(Géographie) Relatif à Sainte-Marie, commune française située dans le département de la Martinique.
9575;sensiblerie;eeiiblnesrs;˽ ˽ ˽  ˽ ˽  ˽ ˽  ˽ ˽ ˽ ˽;11;sentimentalisme;sentimentalité;pathos;sensibilité;affectation;"Sensibilité fausse et outrée ; affectation de sensibilité.";;
9578;stéthoscope;tothcséeosp;˽ ˽ ˽  ˽ ˽  ˽ ˽  ˽ ˽ ˽ ˽;11;;;;;;(Médecine) Sorte de cornet acoustique pour l’auscultation médicale.;;
9579;suppléant;atpsuplén;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;coadjuteur;remplaçant;assesseur;supplétif;intérimaire;Qui supplée, qui remplace quelqu’un.;Représentant, remplaçant.;Participe présent du verbe suppléer.
9580;séquestration;rtesnsatoéuqi;˽ ˽ ˽  ˽ ˽ ˽  ˽  ˽ ˽ ˽  ˽ ˽ ˽;13;internement;emprisonnement;collocation;détention;enfermement;"Action par laquelle on séquestre ; état de ce qui est séquestré.";;
9582;tortionnaire;atooirtnienr;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;12;bourreau;sadique;sanguinaire;tortureur;homme de main;Qui met à la torture.;Bourreau.;
9584;vaccination;acionvntaci;˽ ˽ ˽  ˽ ˽  ˽ ˽  ˽ ˽ ˽ ˽;11;immunisation;inoculation;vaccine;vaccin;injection;Action de vacciner.;;
9585;écologiste;sitgcoeléo;˽ ˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽ ˽;10;écolo;écologue;environnementaliste;écologique;vert;(Biologie) (Sens propre) Spécialiste de l’écologie et des écosystèmes.;Personne qui milite pour la préservation de l'environnement et le respect de la nature.;Membre d'un parti ou d'un mouvement politique partisan de l'écologie.
9587;éventreur;uéetvnrer;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;;;;;;Criminel qui éventre ses victimes.;;
9593;apothéose;sahéetopo;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;apogée;triomphe;glorification;divinisation;gloire;(Antiquité) Action de mettre au rang des dieux.;(En particulier) Réception fabuleuse des anciens héros parmi les dieux.;(Par hyperbole) Honneurs extraordinaires rendus à un homme mort ou vivant, que l’opinion générale et l’enthousiasme public élèvent au-dessus de l’humanité.
9595;asymétrie;esytmiéar;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;dissymétrie;disparité;discordance;déséquilibre;irrégularité;Manque de symétrie, ou défaut de symétrie.;;
9596;baccalauréat;bacéartuacla;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;12;peau d'âne;bachot;bac;examen;;(Belgique) (Canada) Premier grade universitaire, qui s’effectue en trois ans. Note :  En Belgique, ce terme est utilisé depuis septembre 2004 suite à l’application de la réforme européenne de Bologne.;(Belgique) Le terme s’applique également aux études supérieures de type court proposées par les Hautes Écoles de Belgique. Ce type d’études s’appelait autrefois graduat.;(France) Examen de fin d’études secondaires.
9597;bagarreur;urrbeaarg;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;pugnace;bataillard;combatif;batailleur;offensif;Qui cherche à se bagarrer, qui aime se battre.;Personne prompte à se battre, qui aime la bagarre.;Personne prête à se défendre face à l’adversité.
9600;bourrelet;euerrtlob;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;proéminence;calfeutrage;liston;renflement;tortil;Coiffure en forme de couronne et remplie de bourre, permettant de porter une charge sur la tête.;Sorte de coussin rempli de bourre ou de crin, fait en rond et vide par le milieu.;Rond d’étoffe qui est au haut du chaperon que les docteurs, les licenciés et certains magistrats portent sur l’épaule.
9602;carnivore;vcrieaonr;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;entomophage;insectivore;oiseau de proie;omophage;carnassier;(Zoologie) Qui consomme de la viande.;(Par analogie) (Botanique) Qualifie une plante ayant la capacité de s’emparer et de digérer les animaux de petite taille.;(Zoologie) Animal mangeur de viande.
9603;chronologie;hocroeglnoi;˽ ˽ ˽  ˽ ˽  ˽ ˽  ˽ ˽ ˽ ˽;11;successivité;diachronie;historique;annales;calendrier;"Science des temps ; connaissance des époques.";Liste d’évènements classés suivant leur date, généralement du plus ancien au plus récent.;
9604;coexistence;tceeixncsoe;˽ ˽ ˽  ˽ ˽  ˽ ˽  ˽ ˽ ˽ ˽;11;consubstantialité;cohabitation;concomitance;simultanéité;coïncidence;Fait de coexister.;;
9606;coloriage;ilcaoergo;˽ ˽ ˽  ˽ ˽ ˽  ˽ ˽ ˽;9;bariolage;coloration;;;;Action de colorier.;(Par extension) Résultat de cette action.;Dessin destiné à être colorié pour les enfants.
9607;communicateur;meumotciurcan;˽ ˽ ˽  ˽ ˽ ˽  ˽  ˽ ˽ ˽  ˽ ˽ ˽;13;;;;;;(Technique) Qui met en communication, qui communique.;Personne qui communique.;Objet qui permet de communiquer.
9608;congélation;acnolgnétoi;˽ ˽ ˽  ˽ ˽  ˽ ˽  ˽ ˽ ˽ ˽;11;réfrigération;cryogénie;solidification;surgélation;gelure;Action de congeler ou de se congeler.;Mortification des parties vivantes par l’effet du froid.;
