Mot,r6_1,r6_2,r6_3,r6_4,r6_5,r6_6,r6_7,r6_8,r6_9,r6_10,r6_11,r6_12,r6_13,r6_14,r6_15,r6_16,r6_17,r6_18,r6_19,r6_20
a capella,a cappella
accréditation,agitation,antigravitation,cavitation,citation,cogitation,cohabitation,crépitation,dubitation,débilitation,décapitation,délimitation,désorbitation,ex-citation,excitation,facilitation,félicitation,gravitation,habilitation,habitation,hésitation,imitation,incitation,ingurgitation,invitation,irritation,limitation,lévitation,mi-excitation,méditation,palpitation,prestidigitation,précipitation,préméditation,quasi-décapitation,récitation,régurgitation,réhabilitation,sollicitation,surexcitation,valse-hésitation,visitation,équitation
accréditer,créditer,discréditer,hérédité
accréditif,expéditif
accrétion,concrétion,discrétion,excrétion,indiscrétion,sécrétion
acculturation,abjuration,adjuration,carburation,configuration,conjuration,défiguration,dénaturation,déstructuration,facturation,figuration,fulguration,inauguration,maturation,mensuration,néo-figuration,obturation,procuration,préfiguration,reconfiguration,restructuration,saturation,suppuration,surfacturation,transfiguration,trituration,épuration
accumulateur,adulateur,autorégulateur,calculateur,dissimulateur,déambulateur,démodulateur,fabulateur,manipulateur,modulateur,régulateur,simulateur,spéculateur,stimulateur,supercalculateur,tabulateur,thermorégulateur,éjaculateur
accumulation,adulation,affabulation,annulation,anti-manipulation,articulation,autorégulation,capitulation,circulation,coagulation,copulation,cumulation,dissimulation,déambulation,dépopulation,dérégulation,désarticulation,fabulation,floculation,formulation,gesticulation,granulation,immaculation,immatriculation,infibulation,inoculation,insulation,maculation,manipulation,modulation,musculation,ondulation,ovulation,population,reformulation,récapitulation,régulation,réticulation,simulation,spéculation,stabulation,stimulation,stipulation,strangulation,stridulation,surpopulation,triangulation,tribulation,trémulation,éjaculation,émasculation,émulation
accumuler,cumuler
accusation,récusation
accélérateur,aérateur,coopérateur,ex-opérateur,fédérateur,générateur,incinérateur,libérateur,littérateur,modérateur,numérateur,opérateur,récupérateur,réfrigérateur,régénérateur,rémunérateur,surgénérateur
accélération,adultération,agglomération,allitération,altération,arriération,aération,beat generation,commisération,confédération,considération,coopération,déconsidération,décélération,dégénération,délibération,désincarcération,exagération,exaspération,exonération,fédération,génération,incarcération,incinération,lacération,libération,macération,modération,non-prolifération,numération,oblitération,opération,pondération,prolifération,récupération,réfrigération,régénération,réitération,rémunération,réverbération,sidération,vocifération,vénération,énumération,éviscération
accélérer,décélérer
acellulaire,cellulaire,monocellulaire
acharnement,décharnement,garnement
acheminement,cheminement,fulminement,gaminement,ruminement
acheminer,cheminer
achetable,incrochetable
achondroplasie,hypoplasie,leucoplasie,néoplasie
achèvement,inachèvement,parachèvement
acidité,flaccidité,hyperacidité,lucidité,placidité,translucidité
acoustique,électro-acoustique,électroacoustique
acquiescement,empiècement
acquisition,inquisition,perquisition,réquisition
acrimonieusement,anxieusement,astucieusement,audacieusement,avaricieusement,capricieusement,consciencieusement,copieusement,curieusement,cérémonieusement,disgracieusement,dispendieusement,délicieusement,dévotieusement,facétieusement,fallacieusement,fastidieusement,furieusement,glorieusement,gracieusement,harmonieusement,impérieusement,industrieusement,inglorieusement,ingénieusement,injurieusement,insidieusement,insoucieusement,irrévérencieusement,joyeusement,judicieusement,laborieusement,malicieusement,merveilleusement,minutieusement,miséricordieusement,mystérieusement,mélodieusement,obséquieusement,odieusement,officieusement,orgueilleusement,parcimonieusement,pieusement,prodigieusement,précieusement,périlleusement,radieusement,religieusement,révérencieusement,sentencieusement,silencieusement,soyeusement,spécieusement,studieusement,superstitieusement,suspicieusement,sérieusement,tendancieusement,vicieusement,victorieusement
acrimonieux,parcimonieux
acrobatiquement,alphabétiquement,analytiquement,anecdotiquement,aristocratiquement,arithmétiquement,artistiquement,authentiquement,automatiquement,balistiquement,bureaucratiquement,chaotiquement,didactiquement,diplomatiquement,domestiquement,dramatiquement,drastiquement,démocratiquement,emphatiquement,esthétiquement,exotiquement,extatiquement,fanatiquement,fantasmatiquement,fantastiquement,fantomatiquement,flegmatiquement,frénétiquement,génétiquement,hermétiquement,hiératiquement,hypnotiquement,hypothétiquement,identiquement,informatiquement,linguistiquement,magnétiquement,mathématiquement,mystiquement,pathétiquement,patriotiquement,phonétiquement,politiquement,poétiquement,pragmatiquement,pratiquement,prophétiquement,romantiquement,sarcastiquement,schématiquement,statistiquement,synthétiquement,systématiquement,tactiquement,thématiquement,télépathiquement,énigmatiquement,érotiquement,éthiquement
acrocéphale,cynocéphale,dolichocéphale,hydrocéphale,microcéphale
acrophobie,claustrophobie,hydrophobie
acropole,nécropole
actionnaire,cautionnaire,cessionnaire,commissionnaire,concentrationnaire,concessionnaire,concussionnaire,contre-révolutionnaire,convulsionnaire,demi-pensionnaire,dictionnaire,discrétionnaire,démissionnaire,dépressionnaire,ex-révolutionnaire,expéditionnaire,factionnaire,fonctionnaire,géostationnaire,manutentionnaire,missionnaire,pensionnaire,permissionnaire,processionnaire,prérévolutionnaire,réactionnaire,révolutionnaire,stationnaire,tortionnaire
actionnement,approvisionnement,bouillonnement,cautionnement,collationnement,conditionnement,dimensionnement,disfonctionnement,dysfonctionnement,déconditionnement,désillusionnement,fonctionnement,fractionnement,fusionnement,papillonnement,perfectionnement,positionnement,questionnement,rationnement,rayonnement,reconditionnement,réapprovisionnement,sectionnement,stationnement,tourbillonnement
actionner,affectionner,collectionner,confectionner,fonctionner,fractionner,frictionner,perfectionner,ponctionner,sanctionner,sectionner,sélectionner
actionneur,positionneur
activateur,cultivateur,motivateur
activation,démotivation,dérivation,désactivation,inactivation,motivation,objectivation,privation,réactivation,salivation
activement,administrativement,admirativement,affectivement,affirmativement,alternativement,approbativement,approximativement,attentivement,chétivement,collectivement,comparativement,consécutivement,contemplativement,corrélativement,craintivement,dubitativement,définitivement,démonstrativement,effectivement,exhaustivement,fictivement,figurativement,fugitivement,furtivement,hâtivement,impérativement,instinctivement,intempestivement,interrogativement,intuitivement,méditativement,négativement,objectivement,plaintivement,positivement,primitivement,préventivement,péjorativement,quantitativement,relativement,respectivement,rétroactivement,rétrospectivement,significativement,sportivement,subjectivement,superlativement,sélectivement,vindicativement,électivement
activisme,collectivisme,constructivisme,négativisme,positivisme,primitivisme,relativisme,subjectivisme
activiste,collectiviste,négativiste,positiviste,relativiste,subjectiviste
activité,affectivité,captivité,chétivité,collectivité,combativité,compétitivité,conductivité,connectivité,créativité,effectivité,exhaustivité,festivité,furtivité,hyperactivité,hyperréactivité,hyperémotivité,inactivité,interactivité,inventivité,nativité,négativité,objectivité,positivité,productivité,radioactivité,relativité,réactivité,réceptivité,sportivité,subjectivité,suggestivité,supraconductivité,suractivité,sélectivité,séropositivité,émotivité
actualisation,alphabétisation,américanisation,anglicisation,anti-civilisation,aseptisation,automatisation,autorisation,axiomatisation,banalisation,budgétisation,canalisation,canonisation,capitalisation,caractérisation,carbonisation,catégorisation,cautérisation,centralisation,chloroformisation,cicatrisation,civilisation,climatisation,clochardisation,collectivisation,colonisation,colorisation,commercialisation,comptabilisation,concrétisation,cotisation,cristallisation,cryogénisation,crétinisation,culpabilisation,dramatisation,décentralisation,décimalisation,décolonisation,dékoulakisation,délocalisation,dématérialisation,démilitarisation,démobilisation,démocratisation,démoralisation,dépersonnalisation,dépressurisation,dératisation,déresponsabilisation,désacralisation,désalinisation,désensibilisation,déshumanisation,désindividualisation,désinsectisation,désorganisation,déspiritualisation,déstabilisation,déstalinisation,désynchronisation,dévalorisation,dévirilisation,dévitalisation,extériorisation,factorisation,fertilisation,finalisation,finlandisation,focalisation,fossilisation,francisation,fraternisation,féminisation,germanisation,globalisation,généralisation,harmonisation,hiérarchisation,hominisation,homogénéisation,hospitalisation,humanisation,hydrogénisation,idéalisation,immobilisation,immortalisation,immunisation,improvisation,impérialisation,indemnisation,industrialisation,initialisation,insonorisation,intellectualisation,internationalisation,intronisation,intériorisation,inutilisation,ionisation,irisation,libéralisation,localisation,légalisation,matérialisation,maximisation,militarisation,miniaturisation,minimisation,minéralisation,mithridatisation,mobilisation,modernisation,modélisation,mondialisation,moralisation,motorisation,mythisation,mécanisation,médiatisation,médicalisation,mémorisation,métallisation,nationalisation,naturalisation,neutralisation,non-utilisation,normalisation,novélisation,numérisation,néantisation,occidentalisation,optimisation,organisation,palatisation,pasteurisation,paupérisation,personnalisation,polarisation,politisation,pollinisation,postsynchronisation,potentialisation,pressurisation,privatisation,prolétarisation,préconisation,psychologisation,pulvérisation,pénalisation,radicalisation,rationalisation,relativisation,rentabilisation,resocialisation,responsabilisation,revalorisation,revitalisation,ridiculisation,ritualisation,romanisation,réactualisation,réalisation,régularisation,réinitialisation,réorganisation,sacralisation,scolarisation,sectorisation,sensibilisation,signalisation,socialisation,sodomisation,sonorisation,soviétisation,spécialisation,stabilisation,standardisation,stylisation,stérilisation,surmédicalisation,symbolisation,synchronisation,syndicalisation,systématisation,sécurisation,sédentarisation,temporisation,titularisation,totalisation,tétanisation,uniformisation,urbanisation,utilisation,vacuolisation,valorisation,vaporisation,verbalisation,visualisation,vocalisation,volatilisation,vulcanisation,vulgarisation,écholocalisation,égalisation,électrisation,étatisation,évangélisation
actualiser,conceptualiser,contextualiser,déspiritualiser,individualiser,intellectualiser,réactualiser,sexualiser,spiritualiser,visualiser
actualité,bisexualité,dualité,homosexualité,hétérosexualité,individualité,mensualité,mutualité,ponctualité,sensualité,sexualité,spiritualité,transsexualité,virtualité,éventualité
actuation,accentuation,fluctuation,infatuation,perpétuation,ponctuation,situation
actuellement,annuellement,continuellement,contractuellement,conventuellement,graduellement,habituellement,individuellement,intellectuellement,manuellement,mensuellement,mutuellement,perpétuellement,ponctuellement,rituellement,sensuellement,sexuellement,spirituellement,textuellement,usuellement,virtuellement,visuellement,éventuellement
acuponcteur,acupuncteur
acuponcture,acupuncture,puncture
acupuncteur,acuponcteur
acupuncture,acuponcture,puncture
acétylène,méthylène,polyéthylène,trichloréthylène,éthylène
adaptabilité,accessibilité,admissibilité,affabilité,amabilité,applicabilité,asociabilité,comestibilité,communicabilité,comparabilité,compatibilité,comptabilité,conductibilité,crédibilité,culpabilité,disponibilité,durabilité,déductibilité,désirabilité,faillibilité,faisabilité,fiabilité,flexibilité,flottabilité,friabilité,habitabilité,histocompatibilité,honorabilité,hypercoagulabilité,hypersensibilité,immobilité,immuabilité,immutabilité,impalpabilité,impassibilité,impeccabilité,imperméabilité,implacabilité,impossibilité,impraticabilité,improbabilité,imprévisibilité,impénétrabilité,inaccessibilité,incommunicabilité,incompatibilité,incorruptibilité,incrédibilité,indestructibilité,indisponibilité,indivisibilité,inexorabilité,infaillibilité,inflammabilité,inflexibilité,insensibilité,instabilité,inséparabilité,intangibilité,intelligibilité,inusabilité,invincibilité,inviolabilité,invisibilité,invulnérabilité,inéligibilité,inéluctabilité,inévitabilité,irrecevabilité,irresponsabilité,irritabilité,irréversibilité,irrévocabilité,lisibilité,malléabilité,maniabilité,manoeuvrabilité,mobilité,mutabilité,mémorabilité,navigabilité,non-culpabilité,notabilité,nubilité,perfectibilité,perméabilité,photosensibilité,plausibilité,portabilité,possibilité,probabilité,profitabilité,prévisibilité,quasi-impossibilité,recevabilité,rentabilité,respectabilité,responsabilité,risibilité,réhabiliter,réversibilité,sensibilité,serviabilité,sociabilité,solubilité,solvabilité,stabilité,suggestibilité,susceptibilité,tangibilité,traçabilité,variabilité,viabilité,visibilité,volubilité,vulnérabilité,éligibilité
adaptable,inadaptable
adaptatif,optatif
adaptation,acceptation,captation,cooptation,inadaptation,reptation,réadaptation,suradaptation
addiction,bénédiction,contradiction,diction,interdiction,juridiction,malédiction,prédiction
additionnel,anti-insurrectionnel,anti-émotionnelle,anticonstitutionnel,ascensionnel,bidimensionnel,conditionnel,confessionnel,constitutionnel,conventionnel,correctionnel,dimensionnel,directionnel,exceptionnel,fictionnel,fonctionnel,fractionnel,gravitationnel,inconditionnel,inconstitutionnel,institutionnel,insurrectionnel,intentionnel,irrationnel,multidimensionnel,multifonctionnel,nutritionnel,obsessionnel,omnidirectionnel,optionnel,opérationnel,passionnel,professionnel,promotionnel,proportionnel,prostitutionnel,rationnel,relationnel,réactionnel,sensationnel,traditionnel,transitionnel,tridimensionnel,unidimensionnel,unidirectionnel,émotionnel
additionner,ambitionner,auditionner,conditionner,déconditionner,démissionner,fissionner,inconditionné,perquisitionner,positionner,pétitionner,repositionner,réquisitionner,soumissionner
adducteur,abducteur,conducteur,coproducteur,déducteur,inducteur,introducteur,photoconducteur,producteur,reproducteur,réducteur,semi-conducteur,supraconducteur,séducteur,traducteur,transducteur
adduction,abduction,autoreproduction,co-production,conduction,coproduction,déduction,induction,introduction,post-production,postproduction,production,reconduction,reproduction,retraduction,réduction,subduction,superproduction,surproduction,séduction,traduction,transduction
adjectif,intersubjectif,objectif,projectif,subjectif,téléobjectif
adjonction,conjonction,disjonction,injonction,jonction
adjudant-major,sergent-major
adjudication,abdication,amplification,application,authentification,auto-intoxication,automédication,bonification,béatification,calcification,certification,chosification,clarification,classification,claudication,codification,communication,complication,contre-indication,dessiccation,disqualification,diversification,domestication,duplication,décalcification,décortication,déification,démultiplication,démystification,dénazification,déshumidification,désintoxication,excommunication,explication,fabrication,falsification,fornication,fortification,fructification,glorification,gratification,gélification,humidification,identification,imbrication,implication,inapplication,indentification,indication,intensification,intercommunication,intoxication,justification,lapidification,lubrification,lénification,mastication,modification,momification,mortification,multiplication,mystification,médication,nidification,notification,opacification,ossification,pacification,panification,personnification,planification,plastification,prédication,publication,purification,pétrification,qualification,quasi-désertification,ramification,ratification,rectification,republication,revendication,russification,réduplication,réplication,réunification,sanctification,saponification,scarification,signification,simplification,solidification,sophistication,spécification,stratification,supplication,syndication,tarification,télécommunication,unification,versification,vivification,vérification,zombification,édification,électrification,éradication
adjuration,abjuration,acculturation,carburation,configuration,conjuration,défiguration,dénaturation,déstructuration,facturation,figuration,fulguration,inauguration,maturation,mensuration,néo-figuration,obturation,procuration,préfiguration,reconfiguration,restructuration,saturation,suppuration,surfacturation,transfiguration,trituration,épuration
administrateur,castrateur,concentrateur,démonstrateur,illustrateur
administratif,démonstratif
administration,castration,claustration,concentration,déconcentration,défenestration,démonstration,exfiltration,filtration,frustration,illustration,infiltration,interpénétration,orchestration,perpétration,prostration,pénétration,séquestration,éventration
administrativement,activement,admirativement,affectivement,affirmativement,alternativement,approbativement,approximativement,attentivement,chétivement,collectivement,comparativement,consécutivement,contemplativement,corrélativement,craintivement,dubitativement,définitivement,démonstrativement,effectivement,exhaustivement,fictivement,figurativement,fugitivement,furtivement,hâtivement,impérativement,instinctivement,intempestivement,interrogativement,intuitivement,méditativement,négativement,objectivement,plaintivement,positivement,primitivement,préventivement,péjorativement,quantitativement,relativement,respectivement,rétroactivement,rétrospectivement,significativement,sportivement,subjectivement,superlativement,sélectivement,vindicativement,électivement
administrer,sinistré
admirablement,abominablement,accablement,adorablement,affablement,agréablement,aimablement,charitablement,confortablement,considérablement,convenablement,coupablement,diablement,durablement,défavorablement,déplorablement,déraisonnablement,désagréablement,détestablement,effroyablement,ensablement,entablement,favorablement,formidablement,honorablement,immanquablement,immuablement,imparablement,impeccablement,imperturbablement,impitoyablement,implacablement,incommensurablement,incomparablement,inconcevablement,inconfortablement,incontestablement,incroyablement,incurablement,indiscutablement,indubitablement,indéniablement,ineffablement,ineffaçablement,inexorablement,inexplicablement,inextricablement,infatigablement,inlassablement,insatiablement,insupportablement,inséparablement,intarissablement,interminablement,intolérablement,invariablement,invraisemblablement,inébranlablement,inéluctablement,inépuisablement,inévitablement,irréfutablement,irrémédiablement,irréparablement,irréprochablement,irrévocablement,lamentablement,minablement,misérablement,notablement,passablement,pitoyablement,probablement,préalablement,raisonnablement,redoutablement,regrettablement,remarquablement,semblablement,stablement,valablement,vraisemblablement,véritablement,épouvantablement,équitablement
admirateur,aspirateur,conspirateur,inspirateur,respirateur
admiratif,conspiratif
admiration,aspiration,conspiration,expiration,giration,inspiration,perspiration,respiration,transpiration
admirativement,activement,administrativement,affectivement,affirmativement,alternativement,approbativement,approximativement,attentivement,chétivement,collectivement,comparativement,consécutivement,contemplativement,corrélativement,craintivement,dubitativement,définitivement,démonstrativement,effectivement,exhaustivement,fictivement,figurativement,fugitivement,furtivement,hâtivement,impérativement,instinctivement,intempestivement,interrogativement,intuitivement,méditativement,négativement,objectivement,plaintivement,positivement,primitivement,préventivement,péjorativement,quantitativement,relativement,respectivement,rétroactivement,rétrospectivement,significativement,sportivement,subjectivement,superlativement,sélectivement,vindicativement,électivement
admissibilité,accessibilité,adaptabilité,affabilité,amabilité,applicabilité,asociabilité,comestibilité,communicabilité,comparabilité,compatibilité,comptabilité,conductibilité,crédibilité,culpabilité,disponibilité,durabilité,déductibilité,désirabilité,faillibilité,faisabilité,fiabilité,flexibilité,flottabilité,friabilité,habitabilité,histocompatibilité,honorabilité,hypercoagulabilité,hypersensibilité,immobilité,immuabilité,immutabilité,impalpabilité,impassibilité,impeccabilité,imperméabilité,implacabilité,impossibilité,impraticabilité,improbabilité,imprévisibilité,impénétrabilité,inaccessibilité,incommunicabilité,incompatibilité,incorruptibilité,incrédibilité,indestructibilité,indisponibilité,indivisibilité,inexorabilité,infaillibilité,inflammabilité,inflexibilité,insensibilité,instabilité,inséparabilité,intangibilité,intelligibilité,inusabilité,invincibilité,inviolabilité,invisibilité,invulnérabilité,inéligibilité,inéluctabilité,inévitabilité,irrecevabilité,irresponsabilité,irritabilité,irréversibilité,irrévocabilité,lisibilité,malléabilité,maniabilité,manoeuvrabilité,mobilité,mutabilité,mémorabilité,navigabilité,non-culpabilité,notabilité,nubilité,perfectibilité,perméabilité,photosensibilité,plausibilité,portabilité,possibilité,probabilité,profitabilité,prévisibilité,quasi-impossibilité,recevabilité,rentabilité,respectabilité,responsabilité,risibilité,réhabiliter,réversibilité,sensibilité,serviabilité,sociabilité,solubilité,solvabilité,stabilité,suggestibilité,susceptibilité,tangibilité,traçabilité,variabilité,viabilité,visibilité,volubilité,vulnérabilité,éligibilité
admissible,inadmissible,intransmissible,irrémissible,miscible,transmissible
admission,réadmission
admixtion,immixtion,miction
